output,msg
feedback,RT @TheRealDharmu: @razzaqlucky @MDARIFAZIZ1 @rafeliberty @PiyushGoyal @SCRailwayIndia @drmned @RailMinIndia Is any action taken or ju… 
feedback,@rpfwrbct @rpfwr1 @kalpeshcynic @RPFMumbaiCntrl @RailMinIndia @MCGM_BMC @GM_CRly @Gmwrly @drmbct @drmmumbaicr… https://t.co/RzAP3UqNZy
feedback,@replytosumit @RailMinIndia @IRCATERING Share your mobile number.
feedback,@y_vishwakarma01 @SalemDRM @thsystemcrusher @drmmgs @DrmDnr @GMSERAILWAY @ECRlyHJP @EasternRailway @drmubl… https://t.co/rrqeGsvkww
feedback,@RailMinIndia @abhi795 @IRCATERING @drmkota @ed_eeg Kindly share PNR to @srdeepbct @CCRBCT @srdmebct
emergency,@RailMinIndia @PiyushGoyal @DrmAjmer @drmdelhi if I travel with my wife and kid. Will you ensure safe travel for them in 12066.
feedback,@pratheeshjourno @RailMinIndia DUE TO RAKE BACKING OF SPECIAL TRAIN.
feedback,@sarath_1604 @RailMinIndia Faced this problem many times in 17617 and 17618 for the last ten years. Noone is bother… https://t.co/oVPc1lrhMv
feedback,@RailMinIndia @CaharshalRaval @Gmwrly @SrDENCoBCT @seniordenestate Please look into the matter.
feedback,"@RailMinIndia 
No information of Train no.53415 on svrp station about 3 hr. delay"
feedback,#ParanormalRomance #Giveaway – #WIN 3 #PNR Novels! #FREEbooks #bookaddict https://t.co/u91Gl3xgUm via @
feedback,RT @gavin_mathos: @WesternRly @Central_Railway #MumbaiSuburbanLocal still issuing Paper Ticket Monthly Season Pass. It could be bette… 
feedback,"@Thevarsteffy @irctcnorthzone @RailMinIndia This complaint made regularly, highest #blackmarketing is done in Railw… https://t.co/pypMwnu9ke"
feedback,@SrDmeChg_Dli @drmdelhi @RailMinIndia @SrDME_CnW_LJN  https://t.co/5ddjuISXPo
emergency,@RailMinIndia @GMSERAILWAY @drmsecunderabad  traveling in 12863 with a year old kid no power in coach kid is crying… https://t.co/3TEg0lWaiG
feedback,"@RailMinIndia PNR:6407689768,TRAIN:12303,running 20 hour delay plz do something we didn't want bullet train"
feedback,"@abhi2king  Kindly share PNR number, issue forwarded to concerned official @IRCATERING"
emergency,"RT @AtulitModi: @IRCTC_Ltd @PiyushGoyal @PiyushGoyalOffc -PNR-6108515339
Trn:18645, P1-A1,28,Name - Atulit Modi. Need doctor asap. High fev…"
feedback,@RailMinIndia @irctcwestzone Problem solved thank u
feedback,@drmmumbaicr @RailMinIndia @srdscmumbaicr @rpfcrbb Thanks team for the quick response! Really appreciate it. Tempor… https://t.co/3j4MCTNYB3
feedback,"RT @AtulitModi: @IRCTC_Ltd @PiyushGoyal @PiyushGoyalOffc @IRCTC_Ltd @RailMinIndia -PNR 6108515339
Trn:18645,P1-A1,28,Name -Atulit M… "
feedback,@RailMinIndia @ed_eeg @DRMKhurdaroad PNR no.  6208766582
feedback,@Anuragy588588  Kindly share PNR number  @Drmfzr  @IR_EDMECHG
feedback,@livesukanta @soumiknow @RailMinIndia @EasternRailway Yes My Friend I know. First of all you cant compare NJP-MLDT-… https://t.co/pIdTHl7nJz
feedback,@RailMinIndia Hello Sir. I have booked ticket which got dropped due to waiting list. I have made online payment thr… https://t.co/tHq8qXFdOM
emergency,"@RailMinIndia @PiyushGoyal train no.22981 is delayed by 3 hrs, can u guide me what's the procude to claim refund"
feedback,@makemytripcare C2BVHNZK - PNR no.
feedback,RT @TenaStetler: A VAMPIRE'S UNLIKELY ALLIANCE #NewRelease TODAY! Exciting romantic fantasy where mystical creatures work together f… 
feedback,@ajayatkanpur @RailMinIndia @SrDOM_ALD Please share your PNR and mobile number.
feedback,RT @EmmaAlisyn: 11 holiday #pnr #romances for .99! Reg. $2.99. #free adult #ColoringBook with pre-order. https://t.co/MyWEMpoea9 https://t.…
feedback,@RailMinIndia This was done by cleaning staff. After intervening also they thrown on tracks
feedback,@RailMinIndia @PiyushGoyal @mepratap Grt response atlast reached at 7.15 🙏 Thanks for wonderful RESPONSE by not replying to msgs
feedback,@srdmewat @drmwat_ecor @RailMinIndia @IR_ENHM @IR_EDMECHG Yet to start in B3 coach of Falaknuma @drmwat_ecor @RailMinIndia
feedback,"@DRM_Agra @DrmJhansi @RailMinIndia @IR_ENHM @SRDME PNR number 6504519808,6604520223,2500062586 and many more.......… https://t.co/Tbjb6bqAHi"
feedback,"RT @ursiddharthjain: #IncredibleIndia In Journey tym of 12 hrs, trn is running late by almost same tym. Leads to frustration whn v don't… "
feedback,@drmbct @RailMinIndia @IRCATERING @drmkota @ed_eeg @srdeepbct @CCRBCT @srdmebct PNR 2439615711
feedback,@PMOIndia @RailMinIndia @spjdivn under construction cabin between BUG TO HIR stations near nuniyapati dhala using l… https://t.co/yzslYWmzAw
feedback,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF
feedback,"@RailMinIndia sir,12724 which departed NDLS today evening at 5:25 PM just crossed Asoti at 7:27 ..1h 24m delay..tra… https://t.co/FQPRce5VkO"
feedback,"Nothing going to happen to Rabri Devi https://t.co/BQL5qpSTe8 
 Bihar*Patna*Rail Minister* Lalu Prasad Yadav*ED*Enf… https://t.co/SlRvIOge7Z"
feedback,"RT @Thevarsteffy: @RailMinIndia @Central_Railway Pushpak Express, 12534, charges rs 10 for a cup of tea instead of 7, despite Rly dis… "
feedback,@RailMinIndia @shubhAm_e_k @ed_eeg Matter advised to concerned official @SrdeechgAld for necessary action.
feedback,"RT @Thevarsteffy: @irctcnorthzone @RailMinIndia PNR-8665395797
Trn:12534
Everyone is charged Rs 10 from every tea seller."
feedback,@iamsrk @suchitrak @AshGowariker this viaduct/bridge had featured in your movie ‘Kabhi Haan Kabhi Naa’ song...’Deew… https://t.co/VN4c8UhsYQ
feedback,@atularya4u @RailMinIndia @PiyushGoyal If it's online ticket please file TDR in your login id indicating the due reason for same
feedback,@GMNCR1 @Himansh59864689 @RailMinIndia your refund case is under process..
feedback,@BhusavalDivn @drmmumbaicr @RailMinIndia @srdscmumbaicr @rpfcrbb @rpfcrbsl Thanks for your prompt response but the… https://t.co/mnwiIxnCMV
feedback,"@8_bohra  Amount Rs 295.0 refunded against pnr/txn id 2439069580  /dated
21-Nov-2017        /BANK REFUND TXN ID 616… https://t.co/XWm9CuARFc"
feedback,"Shifter Mischief
https://t.co/7NTsAN79LO                 
#Shifter #Erotica #PNR https://t.co/9lV7IU1tan"
emergency,@PiyushGoyal @RailMinIndia @IRCTC_Ltd plz send a doctor. My position is not good at all. Searched tc and officials. But to no avail. Help
feedback,A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/lCuSGUvyK9 via @JacqBiggar
feedback,@RPFMumbaiCntrl @rpfwrbct @rpfwr1 @kalpeshcynic @RailMinIndia @MCGM_BMC @GM_CRly @Gmwrly @drmbct @drmmumbaicr… https://t.co/35iwaCtiPu
feedback,RT @fakeinnovator: @RailMinIndia @Saket_Kumar_Mdb @drmdelhi Fake Regretting? https://t.co/PbT8oWWAMs
emergency,"@RailMinIndia
No water since hours in train 12988 Ajmer-Sealdah, Coach - S1"
feedback,@livesukanta @soumiknow @RailMinIndia @EasternRailway Everyone from their own station are claiming Patronage and de… https://t.co/Dj9Hxo5CHC
feedback,"@RailMinIndia 
Who is going to take care of trains timing. Trains are late day by day and govt. Is planning for bul… https://t.co/P4cg4sr8dz"
feedback,"Booked online ticket.
How is it justify to allot upper birth to very senior citizen person..??
Even there many seat… https://t.co/30qW7ScOgX"
feedback,@TSDStation @rgohainbjp @drmbikaner @RahulKaswanMP @NWRailways @GMNWRailway @PiyushGoyal @nihalchandindia… https://t.co/f9FGY1tDGg
feedback,@Sachendraj  Please share your journey details/PNR no. for further necessary action. @irctcwestzone
feedback,@RailMinIndia @sandeep18verma @IR_EDMECHG @crse_cr Kindly look into it. @drmljn
feedback,"@Yadav91Yaswant @RailMinIndia @drm_moradabad 
Kindly look into it."
feedback,"@drm_drmizn @gmner_gkp @RailMinIndia Sir, train attended at fbd. Mobile charging points main switch put on."
feedback,@itsKT07 @RailMinIndia It normally takes 3-4 working days for recredit
feedback,@RajivPa42303624 @RailMinIndia @ed_eeg matter forwarded to @srdeegkur for disposal
feedback,@irctcnorthzone @RailMinIndia @MeRahul28 It would be ideal if Vigilance mechanism is tasked to check the rates char… https://t.co/nnmO5SDgIg
feedback,@drmsdah @SalemDRM @Realsatispandey @thsystemcrusher @drmmgs @DrmDnr @GMSERAILWAY @ECRlyHJP @EasternRailway @drmubl… https://t.co/fBFkLlYsf9
feedback,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
feedback,RT @inquirerdotnet: PNR-Clark phase 1 deal signed https://t.co/7F3uhe2rqA
feedback,"RT @vjafficionados: Thank you Sir for all your support. We are praying for his well being.

Please keep providing your support and guid… "
feedback,@abhi795 @RailMinIndia @IRCATERING @ed_eeg @drmbct matter has been forwarded to concerning department regarding AC… https://t.co/knqxgyf82Z
emergency,@RailMinIndia @gmscrailway @drmsecunderabad traveling n 12863 with a year old kid no power in coach kid is crying p… https://t.co/mgH7zxufWC
feedback,@drmmumbaicr @RailMinIndia @srdommumbaicr Thank you for the quick action
feedback,@TVC138 @RailMinIndia My question to @TVC138 is that: is this essential to stop chennai mail for some minutes at Ko… https://t.co/PUh6VqjeRX
feedback,@RailMinIndia I am trying to locate train 24888 status on train enquiry website but the train details are not avail… https://t.co/QRWipsr3iS
feedback,"@RailMinIndia @HARSHADMMORE @IR_ENHM Concern is noted, officials have been intimated for necessary action."
feedback,RT @Ladnunanil: @KhaterAnil @PiyushGoyal @RailMinIndia @PMOIndia @narendramodi @PiyushGoyalOffc @VasundharaBJP @AmitShahOffice can… 
feedback,"RT @actindia: Nothing going to happen to Rabri Devi https://t.co/BQL5qpSTe8 
 Bihar*Patna*Rail Minister* Lalu Prasad Yadav*ED*Enf… "
feedback,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
feedback,@RailMinIndia who held resposibilty for the false status shown at Cuttack railway station.status showing train reac… https://t.co/QsG6fCAVam
feedback,@RailMinIndia @ashwanigiri1987 Informed conductor for necessary action.Sorry for inconvenience
feedback,Respected @PiyushGoyal @RailMinIndia @irctc. My granny (72 Yrs) has been allocated  a Side Upper(SU) in Sleeper cla… https://t.co/arbUn6Kxt5
feedback,@abhi795 @RailMinIndia @IRCATERING @ed_eeg @drmbct matter forwarded to @IRCTC_Ltd @IRCATERING
feedback,Si Boy Yabang oh. Puro daldal walang gawa 😎😎😎 https://t.co/LHDJB7sCeM
feedback,"@RailMinIndia 
Please change the name of train no-20889 (Hamsafar express). A passenger train is better than this t… https://t.co/u3cvMcIGS8"
emergency,"@RailMinIndia It's safocating inside ac coach ,it's fully filled with people , no action taken till now"
feedback,@RpfNwr @RailMinIndia @mohitbansal660 @NRRPF Matter has been forwarded to concern post for needful action
feedback,"RT @dipendra1988: Booked online ticket.
How is it justify to allot upper birth to very senior citizen person..??
Even there many seat… "
feedback,"@RailMinIndia Do your ticket checkers reguarly checks for without ticket passengers in 12279 taj express.If not , p… https://t.co/yJWMoSZBrU"
feedback,@myselfvandana @RailMinIndia So true.
feedback,@RailMinIndia @AjayKrY70522786 @IR_ENHM @drmhowrah @cleanmycoach PLZ SEE @drmsee1
emergency,what is wrong with Indian railway parcel system?? I had booked my parcel from surat  on 24 Nov 2017. They had said… https://t.co/GIxm3T1C2p
feedback,@rajsekhar240 @RailMinIndia @gmscrailway the matter is notified to the concerned officials
feedback,@drmvijayawada @RailMinIndia @crsescrsc @IR_EDMECHG Our PNR is 6206625916; Coach - S9; birth - 72 69 66 70
feedback,@RailMinIndia @SingalMadhur @ed_eeg Pls look into the matter @srdeegumb
feedback,@RailMinIndia Check out @karishma9838's Tweet: https://t.co/aGFzDbeFjH
feedback,"@RailMinIndia @Yogiyadav016005 @drmdelhi Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with G… https://t.co/8oyiUz5Vsd"
feedback,RT @anilkhater: @PiyushGoyalOffc #Rajasthan#Train chalowo Movement @PiyushGoyal people are Await your action on new train demand… 
emergency,@PiyushGoyalOffc  I have booked a tckt with pnr no 2139677483 due to medical urgency in my family. My relative has… https://t.co/71YTltHl1U
feedback,RT @anilkhater: @PiyushGoyalOffc #Rajasthan#Train chalowo Movement @PiyushGoyal people are Await your action on new train demand… 
feedback,@RailMinIndia @AjayKrY70522786 @IR_ENHM @drmhowrah @cleanmycoach PLZ SEE @srdmecnwbsb
feedback,"@Rio188909H The most accurate App for the up-to-date Information from Indian Railways like Seat Availability, PNR S… https://t.co/i2mjCgKVe7"
emergency,@RailMinIndia @khushalvakharia Urgently I need a tatkal ticket in howra indore shipra express......plz help me date 4-12-17
feedback,@drmncrald @RailMinIndia @shubhAm_e_k @ed_eeg sorry for inconvenience.your complaint will attended at CNB/STN.
feedback,"@arnab822 The most accurate App for the up-to-date Information from Indian Railways like Seat Availability, PNR Sta… https://t.co/cPiydQ5LKN"
feedback,RT @anilkhater: @manojsinhabjp @rgohainbjp @AshwaniLohani @crchaudharymos @gssjodhpur @MpColSRC @hariomrajsamand @ch_dharambir… 
feedback,@drmsecunderabad @RailMinIndia @gmscrailway Thank you for the prompt response
feedback,@GMNCR1 @sunildhiman6 @drmncrald @PiyushGoyal @RailMinIndia @SrDOM_ALD inconvenience caused regretted..complaint re… https://t.co/o2g9kxRozn
emergency,@RailMinIndia please look into my earlier tweet....
feedback,"@ECRlyHJP The most accurate App for the up-to-date Information from Indian Railways like Seat Availability, PNR Sta… https://t.co/udpMTKUpWq"
feedback,@Realsatispandey @SalemDRM @thsystemcrusher @drmmgs @DrmDnr @GMSERAILWAY @ECRlyHJP @EasternRailway @drmubl… https://t.co/p5BnNEv36w
emergency,@RailMinIndia @Sachendraj @irctcwestzone I am traveling now to Delhi from Gwalior in Jhelum exp... In s-6 seat no 4… https://t.co/OFyfZ6Kcwq
feedback,@RailMinIndia @freshpankaj @DrmDnr sir Your luggage loaded by Train Number.22643 Patna Express on 21/11/2017 to Patna. Thank You
feedback,"@PrinceA72382498 The most accurate App for the up-to-date Information from Indian Railways like Seat Availability,… https://t.co/zacy9Ytu8N"
feedback,"RT @jollyrogerwilco: Shot clock running down, Manu tries a PNR with JoLa, has it stuffed, doesn't care, takes a DEEP three. Nails it.… "
feedback,"@vjafficionados @RailMinIndia @PiyushGoyalOffc @GMNCR1 Thank you @RailMinIndia , @GMNCR1  and all the concern peopl… https://t.co/epVxKqEpnq"
feedback,RT @heatherhiestand: A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/lCuSGUvyK9 via @Ja…
emergency,"@RailMinIndia @drmmgs It's safocating inside ac coach ,it's fully filled with people , no action taken till now"
emergency,@SrDmeChg_Dli @SrDME_CnW_LJN I contacted no. 09794845955 given in train but he was too careless. He said do whateve… https://t.co/q7p7D4IOAi
emergency,@Ss2787 @RailMinIndia @RailMinIndia please look into it. It has already crossed duration of 3-4 days.
emergency,@RailMinIndia Sir please help
feedback,@DeepakSoni39 @RailMinIndia @nerailwaygkp Fwd @srdomljn to look into this copy:@gmner_gkp
feedback,RT @vjafficionados: @GMNCR1 @RailMinIndia @PiyushGoyalOffc @drmncrald Thank you Vineet Agarwal Sir for your kind &amp; expediated support.… 
feedback,@RailMinIndia @irctceastzone Thanks
feedback,@y_vishwakarma01 @SalemDRM @thsystemcrusher @drmmgs @DrmDnr @GMSERAILWAY @ECRlyHJP @EasternRailway @drmubl… https://t.co/9MVLUbpzOB
feedback,"DOTr signs contracts for PNR, LRT-1 extension projects https://t.co/xI00cvAdOS https://t.co/70G2SsSm6S"
feedback,@RailMinIndia @simplydutta @drm_moradabad What will you do with pnr no....find all deboarded passengers....uff
feedback,"@RailMinIndia 
Seriously highlighting Travelling in sleeper coach after a long time but did not had a pleasant expe… https://t.co/ODbQtDEuTc"
feedback,@RailMinIndia @PiyushGoyal @drmngpsecr @drmcrngp Looking for a reply from Rail India or the 2 DRMs at Nagpur...
feedback,@abulkaleem105 @PiyushGoyal @RailMinIndia noted
feedback,"@eCateringIRCTC @IRCATERING @RailMinIndia @PiyushGoyal @PiyushGoyalOffc Dear Sirs,
Trvelling in 22125 departed from… https://t.co/YjTVNg2niH"
feedback,RT @vjafficionados: @GMNCR1 @RailMinIndia @drmncrald we have got all possible support from railways be it monetary or logistical or car… 
feedback,@RailMinIndia @drmlko25 @IRCATERING 9454714727
feedback,@drmlko25 @RailMinIndia @IRCATERING 9454714727
emergency,@flyspicejet today many passengers missed their flight due to heavy traffic congestion in Goa my pnr F8YQQM. Would… https://t.co/oDvzMy9pDf
feedback,@RailMinIndia @simplydutta @drm_moradabad Story is same everywhere. Even hangmen and linemen are traveling in ac3 w… https://t.co/7Wnjt2Bywx
feedback,While cursing @RailMinIndia for openly looting them. Paying full price to travel in such discomfort. Now imagine th… https://t.co/uq4Iy6WpEu
feedback,@RailMinIndia @IRCATERING Can't you even share the Menu ??? Taking so much time...
feedback,"RT @vjafficionados: @GMNCR1 @RailMinIndia @drmncrald Dear Sir, really sorry for twits coming frm Shiv Poojan ; who is twitting related… "
feedback,"#OnSale #KindleUnlimited
@Ryan_Michele
https://t.co/BPDPnRfKZI
#SNRTG #INTRG #BookBoost #rt #PNR https://t.co/XsQtTmoMRt"
feedback,@rajsekhar240 @RailMinIndia @gmscrailway the matter is notified to the concerned officials @drmvijayawada
feedback,@PiyushGoyal i am travling in howrah mail train no 13006 pnr no. 2718623536 food quality is good thanx Railway...
feedback,@drmlko25 @Yadav91Yaswant @RailMinIndia @cwcnlmb  look into this
feedback,RT @anilkhater: @rudra_nohar @RahulKaswanMP @nihalchandindia @rgohainbjp @PMOIndia @GMNWRailway @GM_NRly @RailMinIndia… 
feedback,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
feedback,@RatlamDRM @RailMinIndia @PiyushGoyalOffc Train 59317 kept at varous outer s more than 15 minutes. Till moment it c… https://t.co/PNWfzFgvk8
feedback,"@vaishakh27  Provided PNR no 6308515657 is not showing cancel.
For refund detail.
You are suggested to visit the fo… https://t.co/3Oxk0sSkd0"
feedback,@Ss2787 @RailMinIndia @PiyushGoyal Thanks dear
feedback,"@adityaJAIHO2015 @RailMinIndia @PiyushGoyal @electricalglko 
To look into it."
feedback,@y_vishwakarma01 @SalemDRM @thsystemcrusher @drmmgs @DrmDnr @GMSERAILWAY @ECRlyHJP @EasternRailway @drmubl… https://t.co/5PFWoWxD9n
emergency,"@RailMinIndia @drmmgs Travelling with my 6 month old daughter , please take action"
feedback,@RaviRan54073499 @RailMinIndia @crsescrsc @IR_EDMECHG sir please share your grievances
feedback,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
feedback,"RT @julidrevezzo: PASSION'S SACRED DANCE https://t.co/u0fVehMsGu 
#paperback https://t.co/9QvromDe6J
#discount #99cents #paperback… "
feedback,It was not expected from @RailMinIndia  @PiyushGoyalOffc @PiyushGoyal @PMOIndia I am student from NIT SILCHAR and i… https://t.co/p4VL8VH4bZ
feedback,RT @anilkhater: #Rajasthan Train Chalo @PMOIndia @narendramodi @manojsinhabjp @rgohainbjp @crchaudharymos @gssjodhpur… 
feedback,@Thevarsteffy @irctcnorthzone @RailMinIndia @IRCTC_Ltd @narendramodi @PMOIndia @narendramodi @PMOIndia @PiyushGoyal… https://t.co/EsywHoEg36
emergency,RT @ganesh26178: @RailMinIndia @drmbsbner Train no. 14673 already running late and standing at chhapra gramin jn why.
emergency,@bansal999 @RailMinIndia Not showing coz it runs combined with 14888 upto Ambala and the slip is delinked there..ch… https://t.co/hN1dVoBMih
feedback,@RailMinIndia So poor response not expected from rly shame shame train is still away from Allahabad jn passengers stranded
feedback,@drmljn @RailMinIndia @srdeeljn1 I hope my pblrm will sloved at lucknow I m at lucknow right now with in less then 30mint
feedback,"@drmjabalpur @RailMinIndia Thank you for your immediate concern...
Waiting in anticipation and hope"
feedback,"RT @Thevarsteffy: @RailMinIndia @Central_Railway Pushpak Express, 12534, charges rs 10 for a cup of tea instead of 7, despite Rly dis… "
emergency,"@RailMinIndia 
I have lost contact to my father travelling in 12225 today pnr 2564883218.
Kindly let us know whether he is in train."
feedback,@RailMinIndia Train no. 12472 from Jammu to Mumbai date of journey 2/Dec/2017.
feedback,"@RailMinIndia , as every one says , it's really impossible to catch the already reserved seat PNR 2339577257"
feedback,RT @rishibagree: Deleting my tweet after official clarification from @RailMinIndia on unauthorised circulation of National Herald (i… 
feedback,"@RailMinIndia 
@gmner_gkp
22532
Stand at Gkp station from last 45mnts
Also was  stopee at domingarh for 1 hrs."
feedback,"@drmlko25 @RailMinIndia @PiyushGoyal @electricalglko Waiting sir,train is at Utretia Railway station.....??"
feedback,@drmmumbaicr @RailMinIndia @sandeep18verma @IR_EDMECHG @crse_cr Fwd @SrDME_CnW_LJN to look into this copy: @gmner_gkp
feedback,RT @TSDStation: @rgohainbjp @drmbikaner @RahulKaswanMP @NWRailways @GMNWRailway @PiyushGoyal @nihalchandindia @narendramodi @NWREU… 
feedback,RT @DelhiCanttRail: @TSDStation @rgohainbjp @drmbikaner @RahulKaswanMP @NWRailways @GMNWRailway @PiyushGoyal @nihalchandindia… 
feedback,"@RailMinIndia @PiyushGoyal Sir I am traveling in 12303 from Howrah .The train dep from Howrah on 1st Dec,17 at 9.30… https://t.co/qPqDTl4ko2"
feedback,@RailMinIndia why passenger will be be facing regular pain by train late ? Now train number 12022 just passed from… https://t.co/EELbFer5KG
feedback,"@gulshanm2000 @RailMinIndia @SRDME_CW_NR_LKO 
To look into it."
feedback,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to… 
feedback,@RailMinIndia @drmbsbner can we reach at destination at right time with Indian railway see the position train no 14… https://t.co/zqznc582rj
feedback,"@RatlamDRM @RailMinIndia @PiyushGoyalOffc If ratlam divn runs this train from Ratlam as earlier, then one can under… https://t.co/INPi1xlWPL"
feedback,@RailMinIndia @DrmSolapur @IR_ENHM Trust you've started work on it!
feedback,RT @rishibagree: Deleting my tweet after official clarification from @RailMinIndia on unauthorised circulation of National Herald (i… 
feedback,@drmncrald @RailMinIndia @SrDOM_ALD PNR:2601607529 Mobile No. 9936526555
feedback,"RT @JaunpurInfo: @PiyushGoyal plz do favour for
Jaunpur Jn ( JNU) -
one more foot than
over bridge but
covered, coaches
indications… "
feedback,@drmljn @RailMinIndia @meabhi107 @ed_eeg PLZ SEE @srdeegbsb1
feedback,RT @TSDStation: @rgohainbjp @drmbikaner @RahulKaswanMP @NWRailways @GMNWRailway @PiyushGoyal @nihalchandindia @narendramodi @NWREU… 
feedback,@darshanik1 @RailMinIndia @PiyushGoyal @drmcrngp Matter fwd to @drmcrngp
feedback,"@DrmSolapur @RailMinIndia @IR_ENHM Can you please provide any update, toilets get clean now..??"
emergency,"@RailMinIndia I am traveling now to Delhi from Gwalior in Jhelum exp... In s-6 seat no 4, here I feel that the whee… https://t.co/wNIwcT8t7O"
feedback,RT @RailMinIndia: Member Traffic reviewed the April- Nov transportation  performance with Rly Board and Zonal Rly Officers and passed… 
feedback,"RT @eswarkanchu: @RailMinIndia @SCRailwayIndia Sir, Sri Mohd. JAMSHED MT, @AshwaniLohani Sri P.GUHA PRINCIPAL ED(Coachg) 🙏 KINDLY RE… "
feedback,@RailMinIndia @DrmDnr @AshwaniLohani Literally that wld mean: WE ARE NOW KILLING ONLY 4000 HUMAN BEINGS NOW INSTEAD… https://t.co/C50dVNIaic
feedback,@JainendraNahata @RailMinIndia RAC means sitting and there's no rule of sleeping in such positions ..the berth shou… https://t.co/0XzO9Tnliv
emergency,@RailMinIndia Sir there is some serious issues in berth allotement system for train 12862. My ticket alongwith othe… https://t.co/NcaWtG9W4W
feedback,@RailMinIndia @Anuragy588588 @IR_EDMECHG forwarded @srdmecwfzr
feedback,"RT @eswarkanchu: @RailMinIndia @SCRailwayIndia Sir, Sri Mohd. JAMSHED MT, @AshwaniLohani Sri P.GUHA PRINCIPAL ED(Coachg) 🙏 KINDLY RE… "
feedback,RT @sureshpprabhu: https://t.co/06uwLS5m7J
feedback,@rishabhyukti   Amount refunded Rs 1080.0 on 25-Nov-2017 againt PNR/Txn id 4338429191 BANK RFND TXN ID 151348373300… https://t.co/xS37IAADP1
